,targetname,datetime_str,datetime_jd,M1,solar_presence,k1,flags,RA,DEC,RA_app,DEC_app,RA_rate,DEC_rate,AZ,EL,AZ_rate,EL_rate,sat_X,sat_Y,sat_PANG,siderealtime,airmass,magextinct,Tmag,Nmag,illumination,illum_defect,sat_sep,sat_vis,ang_width,PDObsLon,PDObsLat,PDSunLon,PDSunLat,SubSol_ang,SubSol_dist,NPole_ang,NPole_dist,EclLon,EclLat,r,r_rate,delta,delta_rate,lighttime,vel_sun,vel_obs,elong,elongFlag,alpha,lunar_elong,lunar_illum,sat_alpha,sunTargetPA,velocityPA,OrbPlaneAng,constellation,TDB-UT,ObsEclLon,ObsEclLat,NPole_RA,NPole_DEC,GlxLon,GlxLat,solartime,earth_lighttime,RA_3sigma,DEC_3sigma,SMAA_3sigma,SMIA_3sigma,Theta_3sigma,Area_3sigma,RSS_3sigma,r_3sigma,r_rate_3sigma,SBand_3sigma,XBand_3sigma,DoppDelay_3sigma,true_anom,hour_angle,alpha_true,PABLon,PABLat
142,Garradd (C/2009 P1),2012-Mar-02 11:40,2455988.986111111,8.8,*,4.5,m,226.94804,67.10933,226.99184,67.057,-162.732,108.8734,7.203466,22.466197,344.68,82.92,-416981.21,266416.79,338.692,4.2856640781,2.598,0.373,10.485,,92.63924,,383648.0,*,,,,,,67.72,0.0,,,161.1031,41.9326,1.818869241798,12.0029257,1.26836076074142,-3.1640533,10.54863479,31.2417972,50.1310922,106.5689,/L,31.484,86.3,64.0444,41.9462,247.841,89.617,-12.13063,UMi,66.185396,158.5000208,73.3945772,,,104.97576,44.975356,17.373879763,0.000354,0.091,0.087,0.093,0.085,-26.778,0.024751,0.126,164.3739,1.23e-05,0.39,1.41,0.001097,45.1634,-10.847125354,31.4841,160.3272,57.672
143,Garradd (C/2009 P1),2012-Mar-02 11:50,2455988.993055556,8.8,*,4.5,m,226.9287,67.11438,226.97251,67.06204,-162.797,108.8703,8.235939,22.71257,341.62,94.46,-417075.77,266425.324,338.701,4.4527870673,2.572,0.369,10.485,,92.64002,,383665.7,*,,,,,,67.69,0.0,,,161.1013,41.9292,1.818917384588,12.0036847,1.26834807568504,-3.1613817,10.54852929,31.241384,50.143885,106.5738,/L,31.4823,86.3,64.0887,41.943,247.814,89.6,-12.13592,UMi,66.185396,158.4750044,73.389008,,,104.98834,44.977075,17.5405713325,0.000354,0.091,0.087,0.093,0.085,-26.769,0.0247519,0.126,164.3707,1.23e-05,0.39,1.41,0.001097,45.1671,-10.678713769,31.4824,160.3188,57.6677
144,Garradd (C/2009 P1),2012-Mar-02 12:00,2455989.0,8.8,*,4.5,m,226.90934,67.11944,226.95317,67.06708,-162.865,108.8662,9.260599,22.99084,338.18,105.88,-417170.39,266433.858,338.71,4.6199100565,2.543,0.365,10.485,,92.6408,,383683.3,*,,,,,,67.66,0.0,,,161.0995,41.9259,1.818965530422,12.0044437,1.26833540152164,-3.1586198,10.54842388,31.2409708,50.1570586,106.5787,/L,31.4805,86.3,64.1326,41.9399,247.786,89.584,-12.14121,UMi,66.185397,158.4499954,73.3834351,,,105.000924,44.978791,17.7072626866,0.000354,0.091,0.087,0.093,0.085,-26.761,0.0247528,0.126,164.3676,1.23e-05,0.39,1.41,0.001097,45.1707,-10.510301407,31.4807,160.3104,57.6633
145,Garradd (C/2009 P1),2012-Mar-02 12:10,2455989.006944444,8.8,C,4.5,m,226.88997,67.1245,226.93382,67.07211,-162.936,108.8612,10.276524,23.300658,334.36,117.17,-417265.06,266442.39,338.719,4.7870330457,2.511,0.36,10.485,,92.64159,,383701.0,*,,,,,,67.64,0.0,,,161.0976,41.9225,1.8190136793,12.0052026,1.2683227386338,-3.1557575,10.54831857,31.2405575,50.1705904,106.5836,/L,31.4788,86.3,64.1761,41.9367,247.759,89.567,-12.14651,UMi,66.185397,158.4249939,73.3778585,,,105.013513,44.980506,17.8739538238,0.000354,0.091,0.087,0.093,0.085,-26.752,0.0247537,0.126,164.3644,1.23e-05,0.39,1.41,0.001097,45.1744,-10.341888248,31.479,160.302,57.6589
146,Garradd (C/2009 P1),2012-Mar-02 12:20,2455989.013888889,8.8,C,4.5,m,226.87059,67.12955,226.91445,67.07715,-163.008,108.8552,11.282802,23.641638,330.17,128.31,-417359.79,266450.922,338.728,4.9541560349,2.478,0.355,10.485,,92.64237,,383718.7,*,,,,,,67.61,0.0,,,161.0958,41.9191,1.819061831221,12.0059614,1.26831008744517,-3.1527844,10.54821335,31.2401443,50.1844576,106.5885,/L,31.4771,86.2,64.2194,41.9336,247.732,89.55,-12.1518,UMi,66.185397,158.3999997,73.372278,,,105.026106,44.982219,18.0406447432,0.000354,0.091,0.087,0.093,0.085,-26.743,0.0247547,0.126,164.3612,1.23e-05,0.39,1.41,0.001096,45.178,-10.173474273,31.4773,160.2935,57.6545
147,Garradd (C/2009 P1),2012-Mar-02 12:30,2455989.020833333,8.8,N,4.5,m,226.85119,67.13461,226.89508,67.08219,-163.083,108.8481,12.278529,24.013361,325.6,139.3,-417454.57,266459.452,338.738,5.1212790241,2.442,0.35,10.485,,92.64315,,383736.3,*,,,,,,67.58,0.0,,,161.094,41.9157,1.819109986184,12.0067201,1.26829744841962,-3.1496907,10.54810823,31.239731,50.1986365,106.5934,/L,31.4754,86.2,64.2624,41.9304,247.704,89.533,-12.1571,UMi,66.185397,158.375013,73.3666936,,,105.038704,44.98393,18.2073354445,0.000354,0.091,0.087,0.093,0.085,-26.734,0.0247556,0.126,164.358,1.23e-05,0.39,1.41,0.001096,45.1816,-10.005059464,31.4756,160.2851,57.6502
148,Garradd (C/2009 P1),2012-Mar-02 12:40,2455989.027777778,8.8,N,4.5,m,226.83178,67.13967,226.87569,67.08723,-163.16,108.8398,13.262812,24.415373,320.68,150.12,-417549.42,266467.981,338.747,5.2884020133,2.405,0.345,10.486,,92.64393,,383754.0,*,,,,,,67.55,0.0,,,161.0921,41.9123,1.819158144189,12.0074787,1.26828482206035,-3.1464668,10.54800322,31.2393177,50.2131027,106.5983,/L,31.4737,86.2,64.3051,41.9273,247.677,89.516,-12.1624,UMi,66.185397,158.3500338,73.361105,,,105.051306,44.98564,18.3740259275,0.000354,0.091,0.087,0.093,0.085,-26.726,0.0247565,0.126,164.3548,1.23e-05,0.39,1.41,0.001096,45.1853,-9.836643802,31.4738,160.2767,57.6458
149,Garradd (C/2009 P1),2012-Mar-02 12:50,2455989.034722222,8.8,N,4.5,m,226.81236,67.14472,226.85628,67.09226,-163.239,108.8301,14.234762,24.847189,315.4,160.76,-417644.32,266476.509,338.756,5.4555250026,2.366,0.339,10.486,,92.64472,,383771.6,*,,,,,,67.53,0.0,,,161.0903,41.909,1.819206305237,12.0082372,1.26827220890888,-3.1431031,10.54789832,31.2389044,50.2278317,106.6032,/L,31.4719,86.2,64.3477,41.9241,247.649,89.499,-12.16771,UMi,66.185397,158.3250621,73.3555122,,,105.063913,44.987348,18.5407161927,0.000354,0.091,0.087,0.093,0.085,-26.717,0.0247574,0.126,164.3517,1.23e-05,0.39,1.41,0.001096,45.1889,-9.66822727,31.4721,160.2683,57.6414
150,Garradd (C/2009 P1),2012-Mar-02 13:00,2455989.041666667,8.8,A,4.5,m,226.79293,67.14978,226.83687,67.0973,-163.321,108.8191,15.193499,25.308291,309.77,171.2,-417739.28,266485.034,338.765,5.6226479917,2.326,0.334,10.486,,92.6455,,383789.3,*,,,,,,67.5,0.0,,,161.0885,41.9056,1.819254469326,12.0089956,1.26825960954404,-3.1395906,10.54779354,31.2384911,50.242798,106.6081,/L,31.4702,86.2,64.3901,41.9209,247.622,89.482,-12.17301,UMi,66.185397,158.300098,73.3499152,,,105.076525,44.989055,18.7074062409,0.000354,0.091,0.087,0.093,0.085,-26.708,0.0247584,0.126,164.3485,1.23e-05,0.39,1.41,0.001096,45.1926,-9.499809849,31.4704,160.2599,57.637
151,Garradd (C/2009 P1),2012-Mar-02 13:10,2455989.048611111,8.8,A,4.5,m,226.77348,67.15483,226.81744,67.10234,-163.404,108.8066,16.138148,25.798133,303.8,181.45,-417834.3,266493.559,338.774,5.7897709809,2.286,0.328,10.486,,92.64628,,383807.0,*,,,,,,67.47,0.0,,,161.0866,41.9022,1.819302636456,12.0097539,1.26824702458078,-3.1359203,10.54768887,31.2380778,50.257976,106.613,/L,31.4685,86.2,64.4325,41.9178,247.595,89.465,-12.17832,UMi,66.185397,158.2751417,73.3443137,,,105.089142,44.990761,18.8740960733,0.000354,0.091,0.087,0.093,0.085,-26.7,0.0247593,0.126,164.3453,1.23e-05,0.39,1.41,0.001096,45.1962,-9.331391523,31.4687,160.2514,57.6327
152,Garradd (C/2009 P1),2012-Mar-02 13:20,2455989.055555556,8.8,A,4.5,m,226.75401,67.15989,226.79799,67.10737,-163.489,108.7926,17.067841,26.316141,297.5,191.48,-417929.38,266502.081,338.783,5.9568939702,2.244,0.322,10.486,,92.64707,,383824.6,*,,,,,,67.45,0.0,,,161.0848,41.8988,1.819350806627,12.0105122,1.26823445466903,-3.1320838,10.54758433,31.2376645,50.2733397,106.6179,/L,31.4668,86.1,64.4748,41.9146,247.567,89.448,-12.18363,UMi,66.185397,158.2501932,73.3387076,,,105.101763,44.992465,19.0407856916,0.000354,0.091,0.087,0.093,0.085,-26.691,0.0247602,0.126,164.3421,1.23e-05,0.39,1.41,0.001096,45.1999,-9.162972275,31.467,160.243,57.6283
153,Garradd (C/2009 P1),2012-Mar-02 13:30,2455989.0625,8.8,A,4.5,m,226.73453,67.16494,226.77854,67.11241,-163.576,108.7769,17.981709,26.86171,290.86,201.29,-418024.52,266510.601,338.793,6.1240169593,2.203,0.316,10.486,,92.64785,,383842.3,*,,,,,,67.42,0.0,,,161.083,41.8955,1.819398979838,12.0112704,1.26822190049236,-3.1280727,10.54747992,31.2372512,50.2888626,106.6229,/L,31.4651,86.1,64.5171,41.9115,247.54,89.431,-12.18893,UMi,66.185398,158.2252527,73.3330969,,,105.114389,44.994169,19.2074750979,0.000354,0.091,0.087,0.093,0.085,-26.682,0.0247612,0.126,164.3389,1.23e-05,0.39,1.41,0.001096,45.2035,-8.99455209,31.4652,160.2346,57.6239
154,Garradd (C/2009 P1),2012-Mar-02 13:40,2455989.069444444,8.8,,4.5,m,226.71504,67.16999,226.75906,67.11744,-163.665,108.7595,18.878887,27.434214,283.9,210.87,-418119.73,266519.119,338.802,6.2911399485,2.161,0.31,10.486,,92.64863,,383859.9,*,,,,,,67.39,0.0,,,161.0811,41.8921,1.81944715609,12.0120284,1.26820936276671,-3.1238792,10.54737565,31.2368379,50.304518,106.6278,/L,31.4633,86.1,64.5594,41.9083,247.512,89.414,-12.19425,UMi,66.185398,158.2003203,73.3274815,,,105.12702,44.995871,19.3741642948,0.000354,0.091,0.087,0.093,0.085,-26.673,0.0247621,0.126,164.3358,1.23e-05,0.39,1.41,0.001096,45.2071,-8.826130951,31.4635,160.2262,57.6195
155,Garradd (C/2009 P1),2012-Mar-02 13:50,2455989.076388889,8.8,,4.5,m,226.69553,67.17504,226.73958,67.12247,-163.755,108.7403,19.758505,28.032998,276.63,220.21,-418215.0,266527.634,338.811,6.4582629377,2.119,0.304,10.486,,92.64942,,383877.6,*,,,,,,67.36,0.0,,,161.0793,41.8887,1.81949533538,12.0127864,1.26819684223898,-3.1194957,10.54727152,31.2364245,50.3202789,106.6327,/L,31.4616,86.1,64.6018,41.9052,247.484,89.397,-12.19956,UMi,66.185398,158.1753961,73.3218613,,,105.139656,44.997573,19.540853285,0.000354,0.091,0.087,0.093,0.085,-26.665,0.024763,0.126,164.3326,1.23e-05,0.39,1.41,0.001096,45.2108,-8.657708844,31.4618,160.2177,57.6151
156,Garradd (C/2009 P1),2012-Mar-02 14:00,2455989.083333333,8.8,,4.5,m,226.67601,67.18009,226.72008,67.12751,-163.848,108.7193,20.61969,28.657386,269.05,229.31,-418310.33,266536.147,338.82,6.6253859269,2.077,0.298,10.486,,92.6502,,383895.3,*,,,,,,67.34,0.0,,,161.0775,41.8853,1.819543517711,12.0135443,1.26818433968555,-3.1149151,10.54716754,31.2360112,50.3361183,106.6376,/L,31.4599,86.1,64.6444,41.902,247.457,89.38,-12.20487,UMi,66.185398,158.1504804,73.3162361,,,105.152297,44.999274,19.7075420721,0.000354,0.091,0.087,0.093,0.085,-26.656,0.024764,0.126,164.3294,1.23e-05,0.39,1.41,0.001096,45.2144,-8.489285754,31.4601,160.2093,57.6107
157,Garradd (C/2009 P1),2012-Mar-02 14:10,2455989.090277778,8.8,,4.5,m,226.65647,67.18514,226.70056,67.13254,-163.941,108.6963,21.461562,29.306678,261.16,238.14,-418405.73,266544.656,338.829,6.7925089161,2.035,0.292,10.486,,92.65099,,383912.9,*,,,,,,67.31,0.0,,,161.0756,41.8819,1.81959170308,12.0143021,1.26817185591079,-3.1101306,10.54706371,31.2355978,50.3520089,106.6425,/L,31.4582,86.1,64.6871,41.8989,247.429,89.363,-12.21019,UMi,66.185398,158.1255734,73.3106058,,,105.164943,45.000975,19.8742306596,0.000354,0.091,0.087,0.093,0.085,-26.647,0.0247649,0.126,164.3262,1.23e-05,0.39,1.41,0.001096,45.2181,-8.320861669,31.4583,160.2009,57.6063
158,Garradd (C/2009 P1),2012-Mar-02 14:20,2455989.097222222,8.8,,4.5,m,226.63692,67.19019,226.68103,67.13757,-164.036,108.6714,22.283227,29.980152,252.98,246.72,-418501.19,266553.162,338.839,6.9596319053,1.994,0.286,10.486,,92.65178,,383930.6,*,,,,,,67.28,0.0,,,161.0738,41.8786,1.819639891487,12.0150598,1.26815939174549,-3.1051358,10.54696005,31.2351844,50.3679234,106.6474,/L,31.4565,86.0,64.73,41.8957,247.402,89.346,-12.2155,UMi,66.185398,158.1006752,73.3049704,,,105.177593,45.002675,20.0409190517,0.000354,0.091,0.087,0.093,0.085,-26.639,0.0247658,0.126,164.323,1.23e-05,0.39,1.42,0.001096,45.2217,-8.152436574,31.4566,160.1925,57.6019
159,Garradd (C/2009 P1),2012-Mar-02 14:30,2455989.104166667,8.8,,4.5,m,226.61735,67.19524,226.66148,67.1426,-164.133,108.6445,23.083776,30.677065,244.5,255.02,-418596.71,266561.665,338.848,7.1267548945,1.953,0.28,10.486,,92.65256,,383948.3,*,,,,,,67.25,0.0,,,161.072,41.8752,1.819688082932,12.0158175,1.26814694804524,-3.0999248,10.54685656,31.234771,50.3838344,106.6523,/L,31.4547,86.0,64.7732,41.8926,247.374,89.329,-12.22082,UMi,66.185398,158.075786,73.2993298,,,105.190249,45.004375,20.2076072529,0.000354,0.091,0.087,0.093,0.085,-26.63,0.0247667,0.126,164.3198,1.23e-05,0.39,1.42,0.001096,45.2253,-7.984010458,31.4549,160.184,57.5976
160,Garradd (C/2009 P1),2012-Mar-02 14:40,2455989.111111111,8.8,,4.5,m,226.59777,67.20028,226.64192,67.14762,-164.231,108.6155,23.862282,31.396653,235.74,263.04,-418692.31,266570.164,338.857,7.2938778837,1.913,0.274,10.486,,92.65335,,383966.0,*,,,,,,67.22,0.0,,,161.0701,41.8718,1.819736277416,12.016575,1.26813452568876,-3.0944919,10.54675325,31.2343576,50.3997147,106.6572,/L,31.453,86.0,64.8167,41.8894,247.347,89.312,-12.22614,UMi,66.185399,158.0509062,73.2936839,,,105.202909,45.006074,20.3742952681,0.000354,0.091,0.087,0.093,0.085,-26.621,0.0247677,0.126,164.3166,1.23e-05,0.39,1.42,0.001096,45.229,-7.815583309,31.4532,160.1756,57.5932
161,Garradd (C/2009 P1),2012-Mar-02 14:50,2455989.118055556,8.8,,4.5,m,226.57817,67.20533,226.62234,67.15265,-164.33,108.5843,24.61779,32.138131,226.7,270.78,-418787.96,266578.659,338.866,7.4610008728,1.874,0.269,10.486,,92.65414,,383983.6,*,,,,,,67.2,0.0,,,161.0683,41.8684,1.819784474936,12.0173325,1.26812212557623,-3.088832,10.54665012,31.2339442,50.415537,106.6621,/L,31.4513,86.0,64.8605,41.8863,247.319,89.295,-12.23146,UMi,66.185399,158.0260359,73.2880326,,,105.215574,45.007773,20.5409831025,0.000354,0.091,0.087,0.093,0.085,-26.612,0.0247686,0.126,164.3134,1.23e-05,0.39,1.42,0.001096,45.2326,-7.647155117,31.4514,160.1672,57.5888
162,Garradd (C/2009 P1),2012-Mar-02 15:00,2455989.125,8.8,,4.5,m,226.55855,67.21037,226.60275,67.15768,-164.43,108.551,25.349317,32.900697,217.39,278.22,-418883.69,266587.149,338.875,7.628123862,1.835,0.263,10.486,,92.65493,,384001.3,*,,,,,,67.17,0.0,,,161.0665,41.8651,1.819832675493,12.0180898,1.26810974862748,-3.0829405,10.54654718,31.2335308,50.4312742,106.667,/L,31.4495,86.0,64.9047,41.8831,247.291,89.278,-12.23678,UMi,66.185399,158.0011753,73.2823758,,,105.228244,45.009473,20.7076707618,0.000354,0.091,0.087,0.093,0.085,-26.604,0.0247695,0.126,164.3102,1.23e-05,0.39,1.42,0.001096,45.2363,-7.478725871,31.4497,160.1588,57.5844
163,Garradd (C/2009 P1),2012-Mar-02 15:10,2455989.131944444,8.8,,4.5,m,226.53892,67.21541,226.58314,67.1627,-164.531,108.5154,26.055843,33.683526,207.8,285.37,-418979.48,266595.634,338.885,7.7952468512,1.798,0.258,10.486,,92.65572,,384019.0,*,,,,,,67.14,0.0,,,161.0647,41.8617,1.819880879087,12.0188471,1.26809739578025,-3.0768131,10.54644445,31.2331174,50.4468994,106.6719,/L,31.4478,86.0,64.9493,41.88,247.264,89.261,-12.2421,UMi,66.185399,157.9763249,73.2767134,,,105.240918,45.011172,20.8743582518,0.000354,0.091,0.087,0.093,0.085,-26.595,0.0247705,0.126,164.3071,1.23e-05,0.39,1.42,0.001096,45.2399,-7.310295562,31.448,160.1503,57.58
164,Garradd (C/2009 P1),2012-Mar-02 15:20,2455989.138888889,8.8,,4.5,m,226.51927,67.22045,226.56351,67.16772,-164.632,108.4776,26.736306,34.485775,197.94,292.2,-419075.33,266604.115,338.894,7.9623698403,1.761,0.253,10.486,,92.65651,,384036.7,*,,,,,,67.11,0.0,,,161.0628,41.8583,1.819929085717,12.0196043,1.26808506798835,-3.070446,10.54634192,31.232704,50.4623859,106.6769,/L,31.4461,86.0,64.9944,41.8768,247.236,89.243,-12.24742,UMi,66.185399,157.9514848,73.2710454,,,105.253597,45.012871,21.0410455788,0.000354,0.091,0.087,0.093,0.085,-26.586,0.0247714,0.126,164.3039,1.23e-05,0.39,1.42,0.001096,45.2436,-7.141864181,31.4462,160.1419,57.5756
165,Garradd (C/2009 P1),2012-Mar-02 15:30,2455989.145833333,8.8,,4.5,m,226.49961,67.22549,226.54387,67.17274,-164.735,108.4375,27.389593,35.306579,187.82,298.72,-419171.25,266612.59,338.903,8.1294928295,1.726,0.247,10.486,,92.6573,,384054.4,*,,,,,,67.09,0.0,,,161.061,41.8549,1.819977295383,12.0203614,1.2680727662198,-3.063836,10.54623961,31.2322905,50.4777074,106.6818,/L,31.4443,85.9,65.04,41.8737,247.208,89.226,-12.25274,UMi,66.185399,157.9266553,73.2653717,,,105.266281,45.014571,21.2077327496,0.000354,0.091,0.087,0.093,0.085,-26.577,0.0247723,0.126,164.3007,1.23e-05,0.39,1.42,0.001096,45.2472,-6.973431722,31.4445,160.1335,57.5712
166,Garradd (C/2009 P1),2012-Mar-02 15:40,2455989.152777778,8.8,,4.5,m,226.47992,67.23053,226.52421,67.17776,-164.838,108.3951,28.014536,36.145052,177.44,304.92,-419267.24,266621.06,338.912,8.2966158187,1.691,0.243,10.486,,92.65809,,384072.1,*,,,,,,67.06,0.0,,,161.0592,41.8516,1.820025508083,12.0211184,1.26806049145499,-3.0569801,10.54613752,31.2318771,50.4928377,106.6867,/L,31.4426,85.9,65.0861,41.8705,247.18,89.209,-12.25806,UMi,66.185399,157.9018368,73.2596923,,,105.278969,45.016271,21.3744197709,0.000354,0.091,0.087,0.093,0.085,-26.569,0.0247733,0.126,164.2975,1.23e-05,0.39,1.42,0.001096,45.2508,-6.804998177,31.4427,160.1251,57.5667
167,Garradd (C/2009 P1),2012-Mar-02 15:50,2455989.159722222,8.8,,4.5,m,226.46023,67.23556,226.50454,67.18278,-164.942,108.3503,28.609901,37.000289,166.8,310.79,-419363.29,266629.523,338.922,8.4637388078,1.658,0.238,10.486,,92.65888,,384089.8,*,,,,,,67.03,0.0,,,161.0573,41.8482,1.820073723819,12.0218753,1.26804824468472,-3.0498761,10.54603567,31.2314636,50.5077511,106.6916,/L,31.4409,85.9,65.1328,41.8674,247.153,89.192,-12.26338,UMi,66.1854,157.8770296,73.254007,,,105.291662,45.017972,21.5411066499,0.000354,0.091,0.087,0.093,0.085,-26.56,0.0247742,0.126,164.2943,1.23e-05,0.39,1.42,0.001096,45.2545,-6.636563541,31.441,160.1167,57.5623
168,Garradd (C/2009 P1),2012-Mar-02 16:00,2455989.166666667,8.8,,4.5,m,226.44051,67.24059,226.48484,67.1878,-165.046,108.3032,29.17438,37.871357,155.9,316.32,-419459.41,266637.98,338.931,8.630861797,1.625,0.233,10.486,,92.65968,,384107.5,*,,,,,,67.0,0.0,,,161.0555,41.8448,1.82012194259,12.0226322,1.26803602690834,-3.042522,10.54593406,31.2310501,50.5224226,106.6965,/L,31.4391,85.9,65.18,41.8642,247.125,89.175,-12.26871,UMi,66.1854,157.8522339,73.2483158,,,105.304359,45.019673,21.7077933943,0.000354,0.091,0.087,0.093,0.085,-26.551,0.0247751,0.126,164.2911,1.23e-05,0.39,1.42,0.001096,45.2581,-6.468127807,31.4393,160.1082,57.5579
169,Garradd (C/2009 P1),2012-Mar-02 16:10,2455989.173611111,8.8,,4.5,m,226.42078,67.24562,226.46514,67.19281,-165.15,108.2536,29.706583,38.757302,144.74,321.5,-419555.6,266646.431,338.94,8.7979847862,1.594,0.229,10.486,,92.66047,,384125.2,*,,,,,,66.98,0.0,,,161.0537,41.8414,1.820170164394,12.0233889,1.26802383913175,-3.0349165,10.5458327,31.2306367,50.5368272,106.7015,/L,31.4374,85.9,65.2279,41.8611,247.097,89.157,-12.27403,UMi,66.1854,157.8274501,73.2426187,,,105.317061,45.021374,21.8744800117,0.000354,0.091,0.087,0.093,0.085,-26.542,0.0247761,0.126,164.2879,1.23e-05,0.39,1.42,0.001096,45.2617,-6.299690973,31.4375,160.0998,57.5535
170,Garradd (C/2009 P1),2012-Mar-02 16:20,2455989.180555556,8.8,,4.5,m,226.40103,67.25065,226.44541,67.19782,-165.255,108.2017,30.205025,39.657143,133.32,326.32,-419651.85,266654.874,338.949,8.9651077753,1.564,0.224,10.486,,92.66127,,384143.0,*,,,,,,66.95,0.0,,,161.0519,41.8381,1.820218389232,12.0241456,1.26801168236553,-3.0270586,10.54573159,31.2302232,50.5509407,106.7064,/L,31.4356,85.9,65.2765,41.8579,247.069,89.14,-12.27935,UMi,66.1854,157.8026786,73.2369157,,,105.329766,45.023077,22.0411665101,0.000354,0.091,0.087,0.093,0.085,-26.533,0.024777,0.126,164.2847,1.23e-05,0.39,1.42,0.001096,45.2654,-6.131253034,31.4358,160.0914,57.5491
171,Garradd (C/2009 P1),2012-Mar-02 16:30,2455989.1875,8.8,,4.5,m,226.38127,67.25568,226.42567,67.20283,-165.36,108.1474,30.668117,40.569868,121.65,330.78,-419748.17,266663.309,338.959,9.1322307645,1.535,0.22,10.486,,92.66206,,384160.7,*,,,,,,66.92,0.0,,,161.05,41.8347,1.820266617104,12.0249021,1.26799955762287,-3.0189478,10.54563075,31.2298097,50.5647395,106.7113,/L,31.4339,85.9,65.3257,41.8548,247.041,89.123,-12.28467,UMi,66.1854,157.7779196,73.2312066,,,105.342476,45.02478,22.2078528979,0.000354,0.091,0.087,0.093,0.085,-26.525,0.0247779,0.126,164.2815,1.23e-05,0.39,1.42,0.001096,45.269,-5.962813989,31.434,160.083,57.5447
172,Garradd (C/2009 P1),2012-Mar-02 16:40,2455989.194444444,8.8,,4.5,m,226.36149,67.2607,226.40591,67.20783,-165.464,108.0907,31.094153,41.494436,109.72,334.85,-419844.55,266671.737,338.968,9.2993537536,1.507,0.216,10.486,,92.66286,,384178.4,*,,,,,,66.89,0.0,,,161.0482,41.8313,1.820314848008,12.0256586,1.26798746591774,-3.0105844,10.54553019,31.2293962,50.5782005,106.7162,/L,31.4321,85.9,65.3757,41.8516,247.013,89.106,-12.29,UMi,66.1854,157.7531737,73.2254914,,,105.35519,45.026484,22.3745391834,0.000354,0.091,0.087,0.093,0.085,-26.516,0.0247788,0.126,164.2783,1.23e-05,0.39,1.42,0.001096,45.2727,-5.794373836,31.4323,160.0746,57.5403
173,Garradd (C/2009 P1),2012-Mar-02 16:50,2455989.201388889,8.8,,4.5,m,226.34169,67.26572,226.38614,67.21284,-165.569,108.0316,31.481299,42.42977,97.53,338.53,-419940.99,266680.157,338.977,9.4664767427,1.48,0.212,10.486,,92.66366,,384196.2,*,,,,,,66.86,0.0,,,161.0464,41.8279,1.820363081945,12.026415,1.26797540826282,-3.0019688,10.54542991,31.2289827,50.5913012,106.7212,/L,31.4304,85.8,65.4265,41.8485,246.986,89.088,-12.29532,UMi,66.185401,157.728441,73.2197702,,,105.367908,45.028189,22.5412253754,0.000354,0.091,0.087,0.093,0.085,-26.507,0.0247798,0.126,164.2751,1.23e-05,0.39,1.42,0.001096,45.2763,-5.625932573,31.4305,160.0662,57.5358
174,Garradd (C/2009 P1),2012-Mar-02 17:00,2455989.208333333,8.8,,4.5,m,226.32188,67.27074,226.36635,67.21784,-165.673,107.9701,31.827577,43.374754,85.08,341.79,-420037.5,266688.568,338.986,9.6335997319,1.454,0.208,10.486,,92.66446,,384213.9,*,,,,,,66.84,0.0,,,161.0446,41.8246,1.820411318914,12.0271713,1.2679633856676,-2.993102,10.54532992,31.2285691,50.60402,106.7261,/L,31.4286,85.8,65.478,41.8453,246.958,89.071,-12.30064,UMi,66.185401,157.7037219,73.2140428,,,105.38063,45.029895,22.7079114828,0.000354,0.091,0.087,0.093,0.085,-26.498,0.0247807,0.126,164.2719,1.23e-05,0.39,1.42,0.001096,45.2799,-5.457490202,31.4288,160.0577,57.5314
175,Garradd (C/2009 P1),2012-Mar-02 17:10,2455989.215277778,8.8,,4.5,m,226.30204,67.27575,226.34654,67.22283,-165.777,107.9062,32.130853,44.328231,72.37,344.64,-420134.08,266696.97,338.996,9.800722721,1.429,0.205,10.486,,92.66526,,384231.6,*,,,,,,66.81,0.0,,,161.0427,41.8212,1.820459558915,12.0279275,1.26795139913639,-2.9839857,10.54523023,31.2281556,50.6163359,106.731,/L,31.4269,85.8,65.5303,41.8422,246.93,89.054,-12.30596,UMi,66.185401,157.6790169,73.2083093,,,105.393355,45.031602,22.8745975145,0.000354,0.091,0.087,0.093,0.085,-26.49,0.0247816,0.126,164.2687,1.23e-05,0.39,1.42,0.001096,45.2836,-5.289046723,31.427,160.0493,57.527
176,Garradd (C/2009 P1),2012-Mar-02 17:20,2455989.222222222,8.8,,4.5,m,226.2822,67.28076,226.32672,67.22783,-165.881,107.84,32.38882,45.288995,59.39,347.04,-420230.71,266705.363,339.005,9.9678457101,1.405,0.201,10.486,,92.66606,,384249.4,*,,,,,,66.78,0.0,,,161.0409,41.8178,1.820507801947,12.0286836,1.26793944966642,-2.9746217,10.54513085,31.227742,50.6282287,106.7359,/L,31.4251,85.8,65.5834,41.8391,246.902,89.036,-12.31128,UMi,66.185401,157.6543264,73.2025696,,,105.406084,45.03331,23.0412834799,0.000354,0.091,0.087,0.093,0.085,-26.481,0.0247826,0.126,164.2655,1.23e-05,0.39,1.42,0.001096,45.2872,-5.120602139,31.4252,160.0409,57.5226
